"","X5_3_3_.2","X5_3_4_.2","X5_5_3_.2","X5_5_4_.2","X5_6_2_.2","X5_6_3_.2","X5_7_1_.2","X5_7_3_.2","X5_8_1_.2","X5_8_2_.2","X5_8_3_.2","X5_3_3_2","X5_3_4_2","X5_5_3_2","X5_5_4_2","X5_6_2_2","X5_6_3_2","X5_7_1_2","X5_7_3_2","X5_8_1_2","X5_8_2_2","X5_8_3_2","X5_3_3_6","X5_3_4_6","X5_5_3_6","X5_5_4_6","X5_6_2_6","X5_6_3_6","X5_7_1_6","X5_7_3_6","X5_8_1_6","X5_8_2_6","X5_8_3_6","X5_3_3_13","X5_3_4_13","X5_5_3_13","X5_5_4_13","X5_6_2_13","X5_6_3_13","X5_7_1_13","X5_7_3_13","X5_8_1_13","X5_8_2_13","X5_8_3_13"
"9b4036adb487adfe4ca484346b5b9a7b",0,0,0,74,0,295,0,0,0,0,0,0,0,0,52,0,99,0,0,70,0,0,377,0,0,146,88,913,0,0,0,194,0,0,0,0,0,197,314,52,0,114,0,0
"9e3b0ce9bb690b78f97f20c102089c55",0,0,0,37,0,0,0,0,29,0,35,0,0,0,56,61,26,28,31,14,30,11,262,246,239,317,128,687,114,128,51,247,36,0,0,35,0,125,172,13,7,244,16,0
"9f3ae9f6096976f00cd7c13a4717ff1c",34,0,14,0,0,180,0,9,0,0,0,0,0,16,14,7,0,0,5,8,4,0,16,0,13,49,20,615,0,0,0,0,0,0,0,29,0,0,8,0,0,0,0,0
"9f9dffc5a15ecb5eb479d2adacec21bc",109,0,88,86,0,0,101,0,0,165,0,0,0,57,101,0,0,0,0,0,0,0,0,0,95,699,155,176,0,186,0,0,76,0,0,111,0,0,0,0,0,0,0,122
"a5a7486c3e60ff3d6cc20e9e6359e7ea",9,16,16,17,18,54,21,13,18,0,17,0,12,15,35,0,45,35,29,37,0,10,264,628,20,341,35,296,98,104,87,682,0,0,0,12,0,626,240,458,134,35,0,11
"a728a1dce17d5afb4677e6cc919c2391",12,7,0,0,15,0,18,0,0,19,0,0,0,0,10,9,0,0,0,0,0,0,0,9,17,25,11,0,25,0,0,0,24,0,0,0,0,7,0,0,0,0,0,4
"a9241ac1841b7463ed03c02216f5e93d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,114,405,0,192,0,206,45,0,0,152,0,0,0,0,0,0,592,0,0,0,0,0
"ad967928a73ab98e764eee29f69d81ee",0,0,0,0,0,0,0,0,0,11,0,0,28,22,0,0,0,0,0,0,0,10,0,28,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"ae56f854ea8f4a95b7950e1c3a9c4051",346,130,334,251,164,473,393,229,0,535,251,23,18,210,273,172,192,205,209,0,131,52,0,71,309,2171,508,700,233,695,0,47,300,0,0,326,0,43,113,152,49,0,0,394
"af140e3881d1c74ce8b17a5c8979dfa5",51,21,70,39,99,35,66,0,84,149,0,0,26,57,126,44,33,45,11,45,0,31,26,7,77,48,26,96,25,87,24,9,129,0,0,49,0,13,35,21,9,96,0,23
"b0393e75df8338f8224463cb1b34efbd",3,0,13,38,0,0,13,94,22,0,24,35,0,13,0,0,0,0,0,0,0,0,41,0,14,8,31,0,0,0,0,0,22,0,0,29,0,0,13,12,0,0,0,0
"b0f809cbabf3ac99182581ec095868b2",48,25,24,20,14,52,27,56,16,63,25,35,22,27,107,31,44,15,45,26,7,38,0,0,49,18,0,86,0,231,99,0,122,0,0,73,0,0,0,0,0,84,0,28
"b1652dc664d4e8ce2d123d26687d1204",53,32,0,0,34,0,0,0,47,9,14,0,18,26,0,33,47,7,0,0,14,0,0,0,9,0,0,9,0,0,0,0,20,0,0,0,0,0,9,9,0,0,0,0
"b310236a69032ef47e5c274f5256115a",139,231,212,118,60,0,109,69,125,275,28,56,177,177,0,78,15,65,0,119,0,190,83,61,125,155,64,0,118,0,41,0,142,0,0,152,0,0,0,0,0,75,0,103
"b358d76cf51dad99d526470074e5f31c",144,127,110,0,117,0,152,606,163,368,59,0,108,199,598,154,0,125,0,0,73,138,0,0,346,245,178,0,99,0,0,0,293,0,0,349,0,0,0,0,0,0,0,0
"b8455681fc92d051fdd023aa62417fb3",64,105,127,188,0,0,39,230,0,152,45,23,118,121,387,169,0,31,0,0,0,86,264,0,42,567,524,0,17,0,0,0,277,0,0,336,0,0,0,0,0,0,0,59
"bf34422106e5974ddf75216e2c05273c",28,42,13,0,38,0,40,40,20,46,0,31,107,0,75,86,0,19,0,0,45,127,77,12,0,88,70,0,64,0,0,146,65,0,0,15,0,37,0,0,0,0,0,29
"bfa3561ca0d31bca54be08e2d9f7937f",39,0,41,35,78,41,44,31,41,92,68,23,72,29,102,25,38,73,31,215,84,18,3791,1025,96,537,125,1323,241,148,67,1179,14,0,0,29,0,190,1012,80,102,119,0,16
"c1fb523690f4db6515ed0ab146d1ab8c",0,0,0,0,0,6,0,0,0,11,0,0,6,0,39,0,0,0,3,0,0,0,0,0,0,31,0,79,21,30,47,4,13,0,0,6,0,0,14,0,0,0,0,4
"c2ad34addc26f871b36e062f6816d89f",874,1020,0,0,0,0,123,461,503,0,674,450,1305,0,0,0,0,390,177,756,814,0,0,0,0,0,0,0,0,184,0,0,112,0,0,0,0,0,0,0,0,0,0,0
"c3ff4c29778c6c86865687a4061a3382",10,19,0,0,0,53,23,39,53,7,0,0,33,0,475,124,243,16,93,18,0,41,0,0,25,14,13,0,0,26,0,0,25,0,0,31,0,0,0,0,0,0,0,0
"c4170fd31c9aceb042c699e6c8b0f486",0,0,44,114,156,44,0,98,0,12,13,0,0,14,25,195,37,0,0,0,0,0,0,0,67,0,0,0,0,11,3,0,0,0,0,9,0,5,9,0,0,0,0,0
"c5e5fd5c9af649aec207b86dee76d5f3",19,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,8,51,0,0,0,0,15,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"c67805e12dc927c5b3ba6b192381ecf7",0,0,0,0,91,0,0,0,184,0,0,0,0,0,251,211,0,68,0,0,187,0,0,0,288,272,132,0,75,0,0,0,216,0,0,0,0,0,0,0,0,0,0,41
"c7205100c08de2585db74f670a36edf9",0,0,10,0,37,11,0,0,0,37,0,0,0,29,43,26,0,0,0,0,0,0,0,0,127,75,19,11,10,0,0,20,59,0,0,0,0,0,0,0,0,0,0,6
"c75ae6008025d80134bd14e9712f9d5c",58,36,71,106,56,19,271,254,101,109,61,0,0,97,129,54,44,95,45,383,39,50,0,18,83,133,38,165,214,34,36,44,35,0,0,0,0,0,25,40,0,62,0,26
"cbdc0f4fcc7b1e56aacc302c2b9b870c",36,0,87,0,148,0,81,137,10,216,19,0,0,82,149,126,0,128,0,28,0,66,0,0,82,0,34,0,0,0,0,0,112,0,0,150,0,0,0,0,0,0,0,0
"cc246b85b65b580177f5f8655c0b7f71",0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,31,9,0,17,21,147,0,53,0,52,0,0,6,0,8,48,33,8,0,0,0
"cc82a5a0b284dea47583c8afa5a99755",20,30,0,11,41,0,19,22,14,25,18,27,47,0,61,60,19,31,0,0,55,18,1203,497,46,77,31,287,55,0,0,447,35,0,0,55,0,32,187,30,25,46,0,0
"cdb79eecfa38ac58e99bfdef45fabfce",104,0,65,0,0,0,135,531,0,304,0,117,132,199,523,142,0,75,0,0,0,138,0,0,306,196,124,0,95,0,0,0,259,0,0,329,0,0,0,0,0,0,0,0
"ce40f273a2b6e2ca6c9a07d963892f67",28,47,18,35,29,0,46,32,17,55,40,0,0,31,68,30,30,22,32,92,0,17,0,0,36,16,0,0,13,0,16,0,29,0,0,0,0,0,0,14,0,55,0,0
